uid,title,slug,simple-date,filename,date,worktype,categories,image-url,item-url,episode-title,episode-url
item284,The Robert Collier Letter Book,the-robert-collier-letter-book,2015-12-24,2015-12-24-the-robert-collier-letter-book,2015-12-24 01:01:01,"""Development""",book,"512Kz0WxyPL._SX218_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FRobert-Collier-Letter-Book%2Fdp%2F8087830679,Ramit Sethi on Persuasion and Turning a Blog Into a Multi-Million-Dollar Business - http://fourhourworkweek.com/2014/10/09/ramit-sethi-on-persuasion-and-turning-a-blog-into-a-multi-million-dollar-business/comment-page-3/,http://fourhourworkweek.com/2014/10/09/ramit-sethi-on-persuasion-and-turning-a-blog-into-a-multi-million-dollar-business/comment-page-3/
item172,The Sales Acceleration Formula,the-sales-acceleration-formula,2015-12-23,2015-12-23-the-sales-acceleration-formula,2015-12-23 01:01:01,"""Development""",book,"51vrFzr5BtL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FSales-Acceleration-Formula-Technology-Inbound%2Fdp%2F1119047072%2F,"How One Computer Hacker Conquered Online Dating, Opens Locked Cars, and More",http://fourhourworkweek.com/2015/05/02/samy-kamkar/
item285,The Screwtape Letters,the-screwtape-letters,2015-12-22,2015-12-22-the-screwtape-letters,2015-12-22 01:01:01,"""Development""",book,"41rffaKWOjL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FScrewtape-Letters-C-S-Lewis%2Fdp%2F0060652934,"Dom D’Agostino on Fasting, Ketosis, and the End of Cancer - http://fourhourworkweek.com/2015/11/03/dominic-dagostino/",http://fourhourworkweek.com/2015/11/03/dominic-dagostino/
item286,The Singularity Is Near: When Humans Transcend Biology,the-singularity-is-near-when-humans-transcend-biology,2015-12-21,2015-12-21-the-singularity-is-near-when-humans-transcend-biology,2015-12-21 01:01:01,"""Development""",book,"51SyzfaafEL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FSingularity-Near-Humans-Transcend-Biology%2Fdp%2F0143037889,Tony Robbins and Peter Diamandis (XPRIZE) on the Magic of Thinking BIG - http://fourhourworkweek.com/2014/10/07/global-learning-xprize/,http://fourhourworkweek.com/2014/10/07/global-learning-xprize/
item192,The Social Animal,the-social-animal,2015-12-20,2015-12-20-the-social-animal,2015-12-20 01:01:01,"""Development""",book,"51QxvVOjrhL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FSocial-Animal-Elliot-Aronson%2Fdp%2F1429233419%2F,Ramit Sethi on Persuasion and Turning a Blog Into a Multi-Million-Dollar Business,http://fourhourworkweek.com/2014/10/09/ramit-sethi-on-persuasion-and-turning-a-blog-into-a-multi-million-dollar-business/
item287,The Spirit of St. Louis,the-spirit-of-st-louis,2015-12-19,2015-12-19-the-spirit-of-st-louis,2015-12-19 01:01:01,"""Development""",book,"410CRYTBhpL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FSpirit-St-Louis-Charles-Lindbergh%2Fdp%2F0743237056,Tony Robbins and Peter Diamandis (XPRIZE) on the Magic of Thinking BIG - http://fourhourworkweek.com/2014/10/07/global-learning-xprize/,http://fourhourworkweek.com/2014/10/07/global-learning-xprize/
item288,The Starfish and the Spider: The Unstoppable Power of Leaderless Organizations,the-starfish-and-the-spider-the-unstoppable-power-of-leaderless-organizations,2015-12-18,2015-12-18-the-starfish-and-the-spider-the-unstoppable-power-of-leaderless-organizations,2015-12-18 01:01:01,"""Development""",book,"41voHx0J6SL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FStarfish-Spider-Unstoppable-Leaderless-Organizations%2Fdp%2F1591841836,"Matt Mullenweg on Polyphasic Sleep, Tequila, and Building Billion-Dollar Companies - http://fourhourworkweek.com/2015/02/09/matt-mullenweg/",http://fourhourworkweek.com/2015/02/09/matt-mullenweg/
item217,The Tipping Point,the-tipping-point,2015-12-17,2015-12-17-the-tipping-point,2015-12-17 01:01:01,"""Development""",book,"41sp6oWt1DL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FTipping-Point-Little-Things-Difference%2Fdp%2F0316346624%2F,"The Tim Ferriss Show, Episode 21: Mike Shinoda of Linkin Park – Making Art, Making Music, Getting To 60+ Million Albums",http://fourhourworkweek.com/2014/08/04/mike-shinoda/
item212,The Truce,the-truce,2015-12-16,2015-12-16-the-truce,2015-12-16 01:01:01,"""Development""",book,"41vTGy5xYuL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FThis-Man-Truce-Primo-Levi%2Fdp%2F0349100136%2F,"Bryan Callen on Eating Corgis (Yes, The Dogs) and Improving Creativity",http://fourhourworkweek.com/2014/12/01/bryan-callen
item221,The Ultimate Sales Machine,the-ultimate-sales-machine,2015-12-15,2015-12-15-the-ultimate-sales-machine,2015-12-15 01:01:01,"""Development""",book,"51T02MXhfAL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FUltimate-Sales-Machine-Turbocharge-Relentless%2Fdp%2F1591842158%2F,How Facebook’s #30 Employee Quickly Built 4 Businesses and Gained 40 Pounds with Weight Training,http://fourhourworkweek.com/2015/05/07/noah-kagan/
item289,The Unbearable Lightness of Being: A Novel,the-unbearable-lightness-of-being-a-novel,2015-12-14,2015-12-14-the-unbearable-lightness-of-being-a-novel,2015-12-14 01:01:01,"""Development""",book,"41wW6tCBu4L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FUnbearable-Lightness-Being-Novel%2Fdp%2F0061148520,"Productivity Secrets of a Master DJ (Meditation, Morning Routines, and More) - http://fourhourworkweek.com/2015/02/23/glitch-mob/",http://fourhourworkweek.com/2015/02/23/glitch-mob/
item290,The Untethered Soul: The Journey Beyond Yourself,the-untethered-soul-the-journey-beyond-yourself,2015-12-13,2015-12-13-the-untethered-soul-the-journey-beyond-yourself,2015-12-13 01:01:01,"""Development""",book,"414Cmh4Pr-L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FUntethered-Soul-Journey-Beyond-Yourself%2Fdp%2F1572245379,Tara Brach on Meditation and Overcoming FOMO (Fear Of Missing Out) - http://fourhourworkweek.com/2015/07/31/tara-brach/,http://fourhourworkweek.com/2015/07/31/tara-brach/
item228,The War of Art,the-war-of-art,2015-12-12,2015-12-12-the-war-of-art,2015-12-12 01:01:01,"""Development""",book,41ET8OFVFCL._SY445_QL70_.jpg,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FWar-Art-Steven-Pressfield-ebook%2Fdp%2FB007A4SDCG%2F,"The Tim Ferriss Show, Episode 10: Brian Koppelman, Co-writer/Producer of Rounders, The Illusionist, Ocean’s Thirteen",http://fourhourworkweek.com/2014/06/04/brian-koppelman-screenwriter/
item208,The Wrestler,the-wrestler,2015-12-11,2015-12-11-the-wrestler,2015-12-11 01:01:01,"""Development""",movie,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FThe-Wrestler-Mickey-Rourke%2Fdp%2FB00274EYKY%2F,"Triple H on Pre-Fight Rituals, Injury Avoidance, and Floyd Mayweather, Jr.",http://fourhourworkweek.com/2015/04/20/triple-h/
item242,The Writer’s Journey,the-writers-journey,2015-12-10,2015-12-10-the-writers-journey,2015-12-10 01:01:01,"""Development""",book,"51473OvY5zL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FWriters-Journey-Mythic-Structure-3rd%2Fdp%2F193290736X%2F,Hit Filmmaker Jon Favreau’s Techniques and Routines,http://fourhourworkweek.com/2015/04/14/jon-favreau/
item291,The Year Without Pants: WordPress.com and the Future of Work,the-year-without-pants-wordpresscom-and-the-future-of-work,2015-12-09,2015-12-09-the-year-without-pants-wordpresscom-and-the-future-of-work,2015-12-09 01:01:01,"""Development""",book,"51owey2z8ML._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FYear-Without-Pants-WordPress-com-Future%2Fdp%2F1118660633,"Matt Mullenweg on Polyphasic Sleep, Tequila, and Building Billion-Dollar Companies - http://fourhourworkweek.com/2015/02/09/matt-mullenweg/comment-page-3/",http://fourhourworkweek.com/2015/02/09/matt-mullenweg/comment-page-3/
item209,Theory of Colours,theory-of-colours,2015-12-08,2015-12-08-theory-of-colours,2015-12-08 01:01:01,"""Development""",book,"516jrtQCOOL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FTheory-Colours-Dover-Fine-History%2Fdp%2F0486448053,"Ed Cooke, Grandmaster of Memory, on Mental Performance, Imagination, and Productive Mischief",http://fourhourworkweek.com/2014/12/30/ed-cooke/
item211,Thinking Fast And Slow,thinking-fast-and-slow,2015-12-07,2015-12-07-thinking-fast-and-slow,2015-12-07 01:01:01,"""Development""",book,"41RtytNpsfL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FThinking-Fast-Slow-Daniel-Kahneman%2Fdp%2F0374533555%2F,Derek Sivers Reloaded – On Success Habits and Billionaires with Perfect Abs,http://fourhourworkweek.com/2015/12/28/derek-sivers-reloaded-on-success-habits-and-billionaires-with-perfect-abs/
item213,This is Your Brain on Music,this-is-your-brain-on-music,2015-12-06,2015-12-06-this-is-your-brain-on-music,2015-12-06 01:01:01,"""Development""",book,"513DpmfmOuL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FThis-Your-Brain-Music-Obsession%2Fdp%2F0452288525%2F,"Productivity Secrets of a Master DJ (Meditation, Morning Routines, and More)",http://fourhourworkweek.com/2015/02/23/glitch-mob/
item292,Tihkal: The Continuation,tihkal-the-continuation,2015-12-05,2015-12-05-tihkal-the-continuation,2015-12-05 01:01:01,"""Development""",book,"41PVSDS6qjL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FTihkal-Continuation-Alexander-Shulgin%2Fdp%2F0963009699,"The Psychedelic Explorer’s Guide – Risks, Micro-Dosing, Ibogaine, and More - http://fourhourworkweek.com/2015/03/21/james-fadiman/",http://fourhourworkweek.com/2015/03/21/james-fadiman/
item216,Tiny the Movie,tiny-the-movie,2015-12-04,2015-12-04-tiny-the-movie,2015-12-04 01:01:01,"""Development""",movie,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FTINY-Story-About-Living-Small%2Fdp%2FB00IT6QD7G%2F,"The Random Show, Episode 25 — Gut Bacteria, Meditation, Startups, and More",http://fourhourworkweek.com/2014/08/22/the-random-show-episode-25-gut-bacteria-meditation-startups-and-more/
item184,To Show and To Tell,to-show-and-to-tell,2015-12-03,2015-12-03-to-show-and-to-tell,2015-12-03 01:01:01,"""Development""",book,"41yWiaqqqfL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FShow-Tell-Craft-Literary-Nonfiction%2Fdp%2F1451696329%2F,"Rolf Potts on Travel Tactics, Creating Time Wealth, and Lateral Thinking",http://fourhourworkweek.com/2014/11/04/rolf-potts/
item218,Touching the Rock,touching-the-rock,2015-12-02,2015-12-02-touching-the-rock,2015-12-02 01:01:01,"""Development""",book,"51i5Ojp1-qL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FTouching-Rock-An-Experience-Blindness%2Fdp%2F067973547X%2F,"Ed Cooke, Grandmaster of Memory, on Mental Performance, Imagination, and Productive Mischief",http://fourhourworkweek.com/2014/12/30/ed-cooke/
item219,Tricks of The Mind,tricks-of-the-mind,2015-12-01,2015-12-01-tricks-of-the-mind,2015-12-01 01:01:01,"""Development""",book,"51FfCZSH%2BoL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FTricks-Mind-Paperback-DERREN-BROWN%2Fdp%2F1905026358%2F,Derek Sivers Reloaded – On Success Habits and Billionaires with Perfect Abs,http://fourhourworkweek.com/2015/12/28/derek-sivers-reloaded-on-success-habits-and-billionaires-with-perfect-abs/
item220,Tripping over the Truth,tripping-over-the-truth,2015-11-30,2015-11-30-tripping-over-the-truth,2015-11-30 01:01:01,"""Development""",book,"419kOCCtp6L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FTripping-Over-Truth-Metabolic-Illuminates%2Fdp%2F1500600318%2F,"Dom D’Agostino on Fasting, Ketosis, and the End of Cancer",http://fourhourworkweek.com/2015/11/03/dominic-dagostino/
item222,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel,2015-11-29,2015-11-29-vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel,2015-11-29 01:01:01,"""Development""",book,"51i4yTAk6BL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FVagabonding-Uncommon-Guide-Long-Term-Travel%2Fdp%2F0812992180%2F,"The Tim Ferriss Show: Interview of Kevin Kelly, Co-Founder of WIRED, Polymath, Most Interesting Man In The World?",http://fourhourworkweek.com/2014/08/29/kevin-kelly/
item223,Vanilla Sky,vanilla-sky,2015-11-27,2015-11-27-vanilla-sky,2015-11-27 01:01:01,"""Development""",movie,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FVanilla-Sky-Tom-Cruise%2Fdp%2FB000IZ8VDK%2F,"Derek Sivers on Developing Confidence, Finding Happiness, and Saying “No” to Millions",http://fourhourworkweek.com/2015/12/14/derek-sivers-on-developing-confidence-finding-happiness-and-saying-no-to-millions/
item224,Vitamix 5200 Blender,vitamix-5200-blender,2015-11-26,2015-11-26-vitamix-5200-blender,2015-11-26 01:01:01,"""Development""",fitness,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FVitamix-5200-Series-Blender-Black%2Fdp%2FB008H4SLV6%2F,"The Tim Ferriss Show, Episode 12: Dr. Rhonda Patrick on Life Extension, Performance, and Much More",http://fourhourworkweek.com/2014/06/10/the-tim-ferriss-show-rhonda-patrick-life-extension/comment-page-2/
item225,Waking Up: A Guide to Spirituality Without Religion – by Sam Harris,waking-up-a-guide-to-spirituality-without-religion-by-sam-harris,2015-11-25,2015-11-25-waking-up-a-guide-to-spirituality-without-religion-by-sam-harris,2015-11-25 01:01:01,"""Development""",book,"51Ao7NwZomL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FWaking-Up-Spirituality-Without-Religion%2Fdp%2F1451636016%2F,"The Tim Ferriss Show, Episode 14: Sam Harris, PhD on Spirituality, Neuroscience, Meditation, and More",http://fourhourworkweek.com/2014/06/18/sam-harris/
item226,Walden,walden,2015-11-24,2015-11-24-walden,2015-11-24 01:01:01,"""Development""",book,"51b9NUwqhoL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FWalden-Henry-David-Thoreau%2Fdp%2F149968634X%2F,"Rolf Potts on Travel Tactics, Creating Time Wealth, and Lateral Thinking",http://fourhourworkweek.com/2014/11/04/rolf-potts/
item227,Wall Street,wall-street,2015-11-23,2015-11-23-wall-street,2015-11-23 01:01:01,"""Development""",movie,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FWall-Street-Charlie-Sheen%2Fdp%2FB00003CXDB%2F,"Rolf Potts on Travel Tactics, Creating Time Wealth, and Lateral Thinking",http://fourhourworkweek.com/2014/11/04/rolf-potts/
item229,Warrior,warrior,2015-11-22,2015-11-22-warrior,2015-11-22 01:01:01,"""Development""",movie,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FWarrior-Tom-Hardy%2Fdp%2FB006O5YHUY%2F,"Bryan Callen on Eating Corgis (Yes, The Dogs) and Improving Creativity",http://fourhourworkweek.com/2014/12/01/bryan-callen/
item294,What I Learned Losing a Million Dollars (Columbia Business School Publishing),what-i-learned-losing-a-million-dollars-columbia-business-school-publishing,2015-11-21,2015-11-21-what-i-learned-losing-a-million-dollars-columbia-business-school-publishing,2015-11-21 01:01:01,"""Development""",book,"51MSpT2mMSL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FLearned-Million-Columbia-Business-Publishing%2Fdp%2F0231164688,"Optimizing Investing, Blood, Hormones, and Life (Podcast Double-Header: #63 and #65) - http://fourhourworkweek.com/2015/03/18/mark-hart-raoul-pal-peter-attia/",http://fourhourworkweek.com/2015/03/18/mark-hart-raoul-pal-peter-attia/
item230,What If?,what-if,2015-11-20,2015-11-20-what-if,2015-11-20 01:01:01,"""Development""",book,"51hyJgRfUCL._SX218_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FWhat-If-Scientific-Hypothetical-Questions%2Fdp%2F0544272994%2F,Is It Time to Kill Sacred Cows In Your Relationship?,http://fourhourworkweek.com/2015/05/20/google-x/
item231,What Makes Sammy Run,what-makes-sammy-run,2015-11-19,2015-11-19-what-makes-sammy-run,2015-11-19 01:01:01,"""Development""",book,"51Id2crnW1L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FWhat-Makes-Sammy-Budd-Schulberg%2Fdp%2F0679734228%2F,"The Tim Ferriss Show, Episode 10: Brian Koppelman, Co-writer/Producer of Rounders, The Illusionist, Ocean’s Thirteen",http://fourhourworkweek.com/2014/06/04/brian-koppelman-screenwriter/
item233,What Technology Wants,what-technology-wants,2015-11-18,2015-11-18-what-technology-wants,2015-11-18 01:01:01,"""Development""",book,"41EYI7J02TL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FWhat-Technology-Wants-Kevin-Kelly%2Fdp%2F0143120174%2F,"The Tim Ferriss Show: Interview of Kevin Kelly, Co-Founder of WIRED, Polymath, Most Interesting Man In The World?",http://fourhourworkweek.com/2014/08/29/kevin-kelly/
item232,What They Don’t Teach You At Harvard Business School: Notes From A Street-Smart Executive,what-they-dont-teach-you-at-harvard-business-school-notes-from-a-street-smart-executive,2015-11-17,2015-11-17-what-they-dont-teach-you-at-harvard-business-school-notes-from-a-street-smart-executive,2015-11-17 01:01:01,"""Development""",book,"51G0tjN0OtL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FWhat-Teach-Harvard-Business-School%2Fdp%2F0553345834%2F,Ramit Sethi on Persuasion and Turning a Blog Into a Multi-Million-Dollar Business,http://fourhourworkweek.com/2014/10/09/ramit-sethi-on-persuasion-and-turning-a-blog-into-a-multi-million-dollar-business/comment-page-3/
item234,Wherever You Go,wherever-you-go,2015-11-16,2015-11-16-wherever-you-go,2015-11-16 01:01:01,"""Development""",book,"51%2BH0HzhOTL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FWherever-You-Go-There-Are%2Fdp%2F1401307787%2F,"The Tim Ferriss Show, Episode 14: Sam Harris, PhD on Spirituality, Neuroscience, Meditation, and More",http://fourhourworkweek.com/2014/06/18/sam-harris/
item235,Who,who,2015-11-15,2015-11-15-who,2015-11-15 01:01:01,"""Development""",book,"41VLHwJnw5L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FWho-Geoff-Smart%2Fdp%2F0345504194%2F,"How One Computer Hacker Conquered Online Dating, Opens Locked Cars, and More",http://fourhourworkweek.com/2015/05/02/samy-kamkar/
item236,Wide Angle: National Geographic Greatest Places (National Geographic Collectors Series),wide-angle-national-geographic-greatest-places-national-geographic-collectors-series,2015-11-14,2015-11-14-wide-angle-national-geographic-greatest-places-national-geographic-collectors-series,2015-11-14 01:01:01,"""Development""",book,"61QuyMBoS%2BL._SX218_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FWide-Angle-National-Geographic-Collectors%2Fdp%2F1426208936,"The Random Show: Hating Tech, Hidden Japanese Gems, Sexual Awkwardness, and More",http://fourhourworkweek.com/2014/11/25/the-random-show-hating-tech-hidden-japanese-gems-sexual-awkwardness-and-more/
item237,Wild Fermentation,wild-fermentation,2015-11-13,2015-11-13-wild-fermentation,2015-11-13 01:01:01,"""Development""",book,"51BbudCTzCL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FWild-Fermentation-Flavor-Nutrition-Live-Culture%2Fdp%2F1931498237%2F,"The Tim Ferriss Show, Episode 12: Dr. Rhonda Patrick on Life Extension, Performance, and Much More",http://fourhourworkweek.com/2014/06/10/the-tim-ferriss-show-rhonda-patrick-life-extension/
item238,Winners Never Cheat,winners-never-cheat,2015-11-12,2015-11-12-winners-never-cheat,2015-11-12 01:01:01,"""Development""",book,"51XUaF0qiWL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FWinners-Never-Cheat-Everyday-Forgotten%2Fdp%2F0131863665%2F,The Rags to Riches Philosopher: Bryan Johnson’s Path to $800 Million,http://fourhourworkweek.com/2015/06/12/bryan-johnson/
item239,Women & Shame,women-shame,2015-11-11,2015-11-11-women-shame,2015-11-11 01:01:01,"""Development""",book,"51SrScej05L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FWomen-Shame-Reaching-Speaking-Connection%2Fdp%2F0975425234%2F,Brené Brown on Vulnerability and Home Run TED Talks,http://fourhourworkweek.com/2015/08/28/brene-brown-on-vulnerability-and-home-run-ted-talks/
item240,Words That Work,words-that-work,2015-11-10,2015-11-10-words-that-work,2015-11-10 01:01:01,"""Development""",book,"41qjcBvYgpL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FWords-That-Work-What-People%2Fdp%2F1401309291%2F,"Matt Mullenweg on Polyphasic Sleep, Tequila, and Building Billion-Dollar Companies",http://fourhourworkweek.com/2015/02/09/matt-mullenweg/
item245,XLR Cable,xlr-cable,2015-11-09,2015-11-09-xlr-cable,2015-11-09 01:01:01,"""Development""",object,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FYour-Cable-Store-Microphone-feet%2Fdp%2FB001JI2KHS%2F,How to Create a Blockbuster Podcast,http://fourhourworkweek.com/2015/01/29/alex-blumberg/comment-page-2/
item174,Xtend,xtend,2015-11-08,2015-11-08-xtend,2015-11-08 01:01:01,"""Development""",fitness,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FScivation-Intra-Workout-Catalyst-Watermelon-Servings%2Fdp%2FB005CH0DT4,"Dom D’Agostino on Fasting, Ketosis, and the End of Cancer",http://fourhourworkweek.com/2015/11/03/dominic-dagostino/
item244,Yogi “Soothing Caramel Bedtime” tea,yogi-soothing-caramel-bedtime-tea,2015-11-07,2015-11-07-yogi-soothing-caramel-bedtime-tea,2015-11-07 01:01:01,"""Development""",fitness,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FYogi-Soothing-Caramel-Bedtime-Bags%2Fdp%2FB00511MLLO%2F,5 Tools I Use For Faster And Better Sleep,http://fourhourworkweek.com/2015/10/17/5-tools-i-use-for-faster-and-better-sleep/
item246,Zero to One,zero-to-one,2015-11-06,2015-11-06-zero-to-one,2015-11-06 01:01:01,"""Development""",book,"41puRJbtwkL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FZero-One-Notes-Startups-Future%2Fdp%2F0804139296%2F,"The Tim Ferriss Show: Interview with Peter Thiel, Billionaire Investor and Company Creator",http://fourhourworkweek.com/2014/09/09/peter-thiel/
item247,Zorba the Greek,zorba-the-greek,2015-11-05,2015-11-05-zorba-the-greek,2015-11-05 01:01:01,"""Development""",book,"51fYax85lPL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FZorba-Greek-Nikos-Kazantzakis%2Fdp%2F0684825546,The Person I Call Most for Startup Advice,http://fourhourworkweek.com/2015/08/18/the-evolutionary-angel-naval-ravikant/
