uid,title,slug,simple-date,filename,date,worktype,categories,image-url,item-url,episode-title,episode-url
item261,The Book of Virtues,the-book-of-virtues,2016-02-07,2016-02-07-the-book-of-virtues,2016-02-07 01:01:01,"""Development""",book,"510TWNm6Z5L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FBook-Virtues-William-J-Bennett%2Fdp%2F0684835770,"Inside the Mind of Glenn Beck, You Find…Walt Disney and Orson Welles? - http://fourhourworkweek.com/2015/04/06/glenn-beck/",http://fourhourworkweek.com/2015/04/06/glenn-beck/
item37,The Checklist Manifesto: How to Get Things Right,the-checklist-manifesto-how-to-get-things-right,2016-02-06,2016-02-06-the-checklist-manifesto-how-to-get-things-right,2016-02-06 01:01:01,"""Development""",book,"41bWVM7hCjL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FChecklist-Manifesto-How-Things-Right%2Fdp%2F0312430000%2F,Ramit Sethi on Persuasion and Turning a Blog Into a Multi-Million-Dollar Business,http://fourhourworkweek.com/2014/10/09/ramit-sethi-on-persuasion-and-turning-a-blog-into-a-multi-million-dollar-business/
item41,The Complete Short Stories of Ernest Hemingway,the-complete-short-stories-of-ernest-hemingway,2016-02-05,2016-02-05-the-complete-short-stories-of-ernest-hemingway,2016-02-05 01:01:01,"""Development""",book,"515e8FawN8L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FComplete-Short-Stories-Ernest-Hemingway%2Fdp%2F0684843323%2F,Are We Really 10% Human and 90% Bacteria? Exploring The Microbiome…,http://fourhourworkweek.com/2015/01/10/microbiome/
item262,The Demon-Haunted World: Science as a Candle in the Dark,the-demon-haunted-world-science-as-a-candle-in-the-dark,2016-02-04,2016-02-04-the-demon-haunted-world-science-as-a-candle-in-the-dark,2016-02-04 01:01:01,"""Development""",book,"519oGbGHO5L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FDemon-Haunted-World-Science-Candle-Dark%2Fdp%2F0345409469,"Inside the Mind of Glenn Beck, You Find…Walt Disney and Orson Welles? - http://fourhourworkweek.com/2015/04/06/glenn-beck/",http://fourhourworkweek.com/2015/04/06/glenn-beck/
item49,The Dharma Bums,the-dharma-bums,2016-02-03,2016-02-03-the-dharma-bums,2016-02-03 01:01:01,"""Development""",book,"51phaSggULL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FDharma-Bums-Jack-Kerouac%2Fdp%2FB000KXZ8YU%2F,The Tim Ferriss Podcast is Live! Here Are Episodes 1 and 2,http://fourhourworkweek.com/2014/04/22/tim-ferriss-podcast/
item263,The Dirt: Confessions of the World's Most Notorious Rock Band,the-dirt-confessions-of-the-worlds-most-notorious-rock-band,2016-02-02,2016-02-02-the-dirt-confessions-of-the-worlds-most-notorious-rock-band,2016-02-02 01:01:01,"""Development""",book,"51dSZgM5hgL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FDirt-Confessions-Worlds-Most-Notorious%2Fdp%2F0060989157,"The Tim Ferriss Podcast, Ep 15: Neil Strauss, Author of The Game - http://fourhourworkweek.com/2014/06/24/neil-strauss/",http://fourhourworkweek.com/2014/06/24/neil-strauss/
item264,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),the-effective-executive-the-definitive-guide-to-getting-the-right-things-done-harperbusiness-essentials,2016-02-01,2016-02-01-the-effective-executive-the-definitive-guide-to-getting-the-right-things-done-harperbusiness-essentials,2016-02-01 01:01:01,"""Development""",book,"51Ebr46zn0L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FEffective-Executive-Definitive-Harperbusiness-Essentials%2Fdp%2F0060833459,Tim Ferriss and Kevin Rose Discuss Their Top 5 Must-Read Books - http://fourhourworkweek.com/2009/06/01/tim-ferriss-and-kevin-rose-discuss-their-top-5-must-read-books/,http://fourhourworkweek.com/2009/06/01/tim-ferriss-and-kevin-rose-discuss-their-top-5-must-read-books/
item265,"The End of Faith: Religion, Terror, and the Future of Reason",the-end-of-faith-religion-terror-and-the-future-of-reason,2016-01-31,2016-01-31-the-end-of-faith-religion-terror-and-the-future-of-reason,2016-01-31 01:01:01,"""Development""",book,"51g7qN0TxCL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FEnd-Faith-Religion-Terror-Future%2Fdp%2F0393327655,"Sam Harris on Daily Routines, The Trolley Scenario, and 5 Books Everyone Should Read - http://fourhourworkweek.com/2015/07/08/sam-harris-on-daily-routines-the-trolley-scenario-and-5-books-everyone-should-read/",http://fourhourworkweek.com/2015/07/08/sam-harris-on-daily-routines-the-trolley-scenario-and-5-books-everyone-should-read/
item61,The Essential Scratch and Sniff Guide to Becoming a Wine Expert,the-essential-scratch-and-sniff-guide-to-becoming-a-wine-expert,2016-01-30,2016-01-30-the-essential-scratch-and-sniff-guide-to-becoming-a-wine-expert,2016-01-30 01:01:01,"""Development""",book,"51wxTH5DSnL._SX218_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FEssential-Scratch-Sniff-Becoming-Expert%2Fdp%2F0544005031%2F,"The Tattooed Heretic of Wine and Whiskey, Richard Betts",http://fourhourworkweek.com/2015/10/05/richard-betts/
item63,The Everything Store: Jeff Bezos and the Age of Amazon,the-everything-store-jeff-bezos-and-the-age-of-amazon,2016-01-29,2016-01-29-the-everything-store-jeff-bezos-and-the-age-of-amazon,2016-01-29 01:01:01,"""Development""",book,"51hJ%2BguIj7L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FEverything-Store-Jeff-Bezos-Amazon%2Fdp%2F0316219282%2F,The Tim Ferriss Show: Tracy DiNunzio on Rapid Growth and Rapid Learning,http://fourhourworkweek.com/2014/09/30/the-tim-ferriss-show-tracy-dinunzio-on-rapid-growth-and-rapid-learning/comment-page-2/
item65,The Experience of Insight – by Joseph Goldstein,the-experience-of-insight-by-joseph-goldstein,2016-01-28,2016-01-28-the-experience-of-insight-by-joseph-goldstein,2016-01-28 01:01:01,"""Development""",book,"41fdlX%2Bm6lL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FExperience-Insight-Buddhist-Meditation-Shambhala%2Fdp%2F0877732264%2F,"The Tim Ferriss Show, Episode 14: Sam Harris, PhD on Spirituality, Neuroscience, Meditation, and More",http://fourhourworkweek.com/2014/06/18/sam-harris/
item266,The Fault in Our Stars,the-fault-in-our-stars,2016-01-27,2016-01-27-the-fault-in-our-stars,2016-01-27 01:01:01,"""Development""",book,"51%2BWr7FHRKL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FFault-Our-Stars-John-Green%2Fdp%2F0525478817,Is It Time to Kill Sacred Cows In Your Relationship? - http://fourhourworkweek.com/2015/05/20/google-x/,http://fourhourworkweek.com/2015/05/20/google-x/
item70,The Fish That Ate the Whale: The Life and Times of America’s Banana King,the-fish-that-ate-the-whale-the-life-and-times-of-americas-banana-king,2016-01-26,2016-01-26-the-fish-that-ate-the-whale-the-life-and-times-of-americas-banana-king,2016-01-26 01:01:01,"""Development""",book,41pAt62EJlL._SY445_QL70_.jpg,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FFish-that-Ate-Whale-Americas-ebook%2Fdp%2FB0071VOLN8%2F,"The Tim Ferriss Podcast, Episode 4: Ryan Holiday",http://fourhourworkweek.com/2014/05/06/the-tim-ferriss-podcast-episode-4-ryan-holiday/comment-page-2/
item267,The Five Minute Journal: A Happier You in 5 Minutes a Day,the-five-minute-journal-a-happier-you-in-5-minutes-a-day,2016-01-25,2016-01-25-the-five-minute-journal-a-happier-you-in-5-minutes-a-day,2016-01-25 01:01:01,"""Development""",book,"411UY5QGPoL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FFive-Minute-Journal-Happier-Minutes%2Fdp%2F0991846206,What I’d Add To The 4-Hour Workweek for 2015 (And Much More) - http://fourhourworkweek.com/2014/12/23/4-hour-work-week-2015/,http://fourhourworkweek.com/2014/12/23/4-hour-work-week-2015/
item71,The Flight of the Garuda,the-flight-of-the-garuda,2016-01-24,2016-01-24-the-flight-of-the-garuda,2016-01-24 01:01:01,"""Development""",book,"51Wm2uKOVnL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FFlight-Garuda-Dzogchen-Tradition-Buddhism%2Fdp%2F0861713672%2F,"Sam Harris on Daily Routines, The Trolley Scenario, and 5 Books Everyone Should Read",http://fourhourworkweek.com/2015/07/08/sam-harris-on-daily-routines-the-trolley-scenario-and-5-books-everyone-should-read/
item74,The Fourth Turning,the-fourth-turning,2016-01-23,2016-01-23-the-fourth-turning,2016-01-23 01:01:01,"""Development""",book,"51vbp8Q%2BPIL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FFourth-Turning-American-Prophecy-Rendezvous%2Fdp%2F0767900464%2F,Tony Robbins and Peter Diamandis (XPRIZE) on the Magic of Thinking BIG,http://fourhourworkweek.com/2014/10/07/global-learning-xprize/
item268,The Game: Penetrating the Secret Society of Pickup Artists,the-game-penetrating-the-secret-society-of-pickup-artists,2016-01-22,2016-01-22-the-game-penetrating-the-secret-society-of-pickup-artists,2016-01-22 01:01:01,"""Development""",book,"41XvCS7kz-L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FGame-Penetrating-Secret-Society-Artists%2Fdp%2F0060554738,"The Tim Ferriss Podcast, Ep 15: Neil Strauss, Author of The Game - http://fourhourworkweek.com/2014/06/24/neil-strauss/",http://fourhourworkweek.com/2014/06/24/neil-strauss/
item269,The Gibson Girl and Her America: The Best Drawings,the-gibson-girl-and-her-america-the-best-drawings,2016-01-21,2016-01-21-the-gibson-girl-and-her-america-the-best-drawings,2016-01-21 01:01:01,"""Development""",book,"61VXJZADESL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FGibson-Girl-Her-America-Drawings%2Fdp%2F0486219860,"The Random Show: Hating Tech, Hidden Japanese Gems, Sexual Awkwardness, and More - http://fourhourworkweek.com/2014/11/25/the-random-show-hating-tech-hidden-japanese-gems-sexual-awkwardness-and-more/",http://fourhourworkweek.com/2014/11/25/the-random-show-hating-tech-hidden-japanese-gems-sexual-awkwardness-and-more/
item81,The Gifts of Imperfection,the-gifts-of-imperfection,2016-01-20,2016-01-20-the-gifts-of-imperfection,2016-01-20 01:01:01,"""Development""",book,"51eQedfZAjL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FGifts-Imperfection-Think-Supposed-Embrace%2Fdp%2F159285849X%2F,Brené Brown on Vulnerability and Home Run TED Talks,http://fourhourworkweek.com/2015/08/28/brene-brown-on-vulnerability-and-home-run-ted-talks/
item86,The Gormenghast Novels,the-gormenghast-novels,2016-01-19,2016-01-19-the-gormenghast-novels,2016-01-19 01:01:01,"""Development""",book,"51SE8AD387L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FGormenghast-Novels-Titus-Groan-Alone%2Fdp%2F0879516283%2F,Is It Time to Kill Sacred Cows In Your Relationship?,http://fourhourworkweek.com/2015/05/20/google-x/
item270,The Graveyard Book,the-graveyard-book,2016-01-18,2016-01-18-the-graveyard-book,2016-01-18 01:01:01,"""Development""",book,"51tAOAlaH7L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FGraveyard-Book-Neil-Gaiman%2Fdp%2F0060530944,Is It Time to Kill Sacred Cows In Your Relationship? - http://fourhourworkweek.com/2015/05/20/google-x/,http://fourhourworkweek.com/2015/05/20/google-x/
item271,The Halo Effect: . . . and the Eight Other Business Delusions That Deceive Managers,the-halo-effect-and-the-eight-other-business-delusions-that-deceive-managers,2016-01-17,2016-01-17-the-halo-effect-and-the-eight-other-business-delusions-that-deceive-managers,2016-01-17 01:01:01,"""Development""",book,"51eUGXU1gYL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FHalo-Effect-Business-Delusions-Managers%2Fdp%2F1476784035,"Matt Mullenweg on Polyphasic Sleep, Tequila, and Building Billion-Dollar Companies - http://fourhourworkweek.com/2015/02/09/matt-mullenweg/",http://fourhourworkweek.com/2015/02/09/matt-mullenweg/
item272,The Hero's Journey: Joseph Campbell on His Life and Work (The Collected Works of Joseph Campbell),the-heros-journey-joseph-campbell-on-his-life-and-work-the-collected-works-of-joseph-campbell,2016-01-16,2016-01-16-the-heros-journey-joseph-campbell-on-his-life-and-work-the-collected-works-of-joseph-campbell,2016-01-16 01:01:01,"""Development""",book,"51vrpelDKsL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FHeros-Journey-Joseph-Campbell-Collected%2Fdp%2F1608681890,"The Tim Ferriss Show, Episode 22: Ed Catmull, President of Pixar, on Steve Jobs, Stories, and Lessons Learned - http://fourhourworkweek.com/2014/08/12/ed-catmull/",http://fourhourworkweek.com/2014/08/12/ed-catmull/
item96,The Hours,the-hours,2016-01-15,2016-01-15-the-hours,2016-01-15 01:01:01,"""Development""",book,"51nJi6kvjrL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FHours-Novel-Michael-Cunningham%2Fdp%2F0312243022%2F,Is It Time to Kill Sacred Cows In Your Relationship?,http://fourhourworkweek.com/2015/05/20/google-x/
item273,The Illusion of Life: Disney Animation,the-illusion-of-life-disney-animation,2016-01-14,2016-01-14-the-illusion-of-life-disney-animation,2016-01-14 01:01:01,"""Development""",book,"61BqRlJ5d0L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FIllusion-Life-Disney-Animation%2Fdp%2F0786860707,"The Random Show: Hating Tech, Hidden Japanese Gems, Sexual Awkwardness, and More - http://fourhourworkweek.com/2014/11/25/the-random-show-hating-tech-hidden-japanese-gems-sexual-awkwardness-and-more/",http://fourhourworkweek.com/2014/11/25/the-random-show-hating-tech-hidden-japanese-gems-sexual-awkwardness-and-more/
item274,The Joyous Cosmology: Adventures in the Chemistry of Consciousness,the-joyous-cosmology-adventures-in-the-chemistry-of-consciousness,2016-01-13,2016-01-13-the-joyous-cosmology-adventures-in-the-chemistry-of-consciousness,2016-01-13 01:01:01,"""Development""",book,"41N7irkAAHL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FJoyous-Cosmology-Adventures-Chemistry-Consciousness%2Fdp%2F1608682048,"Ed Cooke, Grandmaster of Memory, on Mental Performance, Imagination, and Productive Mischief - http://fourhourworkweek.com/2014/12/30/ed-cooke/",http://fourhourworkweek.com/2014/12/30/ed-cooke/
item275,The King's Speech: The Shooting Script,the-kings-speech-the-shooting-script,2016-01-12,2016-01-12-the-kings-speech-the-shooting-script,2016-01-12 01:01:01,"""Development""",book,"515LChaKElL._SX218_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FKings-Speech-Shooting-Script%2Fdp%2F1557049815,"The Random Show, Episode 25 — Gut Bacteria, Meditation, Startups, and More - http://fourhourworkweek.com/2014/08/22/the-random-show-episode-25-gut-bacteria-meditation-startups-and-more/",http://fourhourworkweek.com/2014/08/22/the-random-show-episode-25-gut-bacteria-meditation-startups-and-more/
item113,The Kite Runner,the-kite-runner,2016-01-11,2016-01-11-the-kite-runner,2016-01-11 01:01:01,"""Development""",movie,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FKite-Runner-10th-Anniversary%2Fdp%2F159463193X%2F%25E2%2580%25A0,"The Tim Ferriss Show, Episode 18: James Altucher on How to Say “No”, Fail Better, and Build Businesses",http://fourhourworkweek.com/2014/07/11/james-altucher/
item276,The Language of God: A Scientist Presents Evidence for Belief,the-language-of-god-a-scientist-presents-evidence-for-belief,2016-01-10,2016-01-10-the-language-of-god-a-scientist-presents-evidence-for-belief,2016-01-10 01:01:01,"""Development""",book,"515bASXShIL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FLanguage-God-Scientist-Presents-Evidence%2Fdp%2F1416542744,"Dom D’Agostino on Fasting, Ketosis, and the End of Cancer - http://fourhourworkweek.com/2015/11/03/dominic-dagostino/",http://fourhourworkweek.com/2015/11/03/dominic-dagostino/
item114,The Last Word,the-last-word,2016-01-09,2016-01-09-the-last-word,2016-01-09 01:01:01,"""Development""",book,"41Tu-6hGYLL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FLast-Word-Thomas-Nagel%2Fdp%2F0195149831%2F,"Sam Harris on Daily Routines, The Trolley Scenario, and 5 Books Everyone Should Read",http://fourhourworkweek.com/2015/07/08/sam-harris-on-daily-routines-the-trolley-scenario-and-5-books-everyone-should-read/
item123,The Magic of Thinking Big,the-magic-of-thinking-big,2016-01-08,2016-01-08-the-magic-of-thinking-big,2016-01-08 01:01:01,"""Development""",book,"51xb85HS7QL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FMagic-Thinking-Big-David-Schwartz%2Fdp%2F0671646788%2F,Tony Robbins and Peter Diamandis (XPRIZE) on the Magic of Thinking BIG,http://fourhourworkweek.com/2014/10/07/global-learning-xprize/
item277,The Magus,the-magus,2016-01-07,2016-01-07-the-magus,2016-01-07 01:01:01,"""Development""",book,"51Ehk3dwqqL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FMagus-John-Fowles%2Fdp%2F0440351626,"Matt Mullenweg on Polyphasic Sleep, Tequila, and Building Billion-Dollar Companies - http://fourhourworkweek.com/2015/02/09/matt-mullenweg/comment-page-3/",http://fourhourworkweek.com/2015/02/09/matt-mullenweg/comment-page-3/
item129,The Martian,the-martian,2016-01-06,2016-01-06-the-martian,2016-01-06 01:01:01,"""Development""",book,"41DNuJfahyL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FMartian-Andy-Weir%2Fdp%2F0553418025%2F,How Facebook’s #30 Employee Quickly Built 4 Businesses and Gained 40 Pounds with Weight Training,http://fourhourworkweek.com/2015/05/07/noah-kagan/
item139,The Monk and the Riddle,the-monk-and-the-riddle,2016-01-05,2016-01-05-the-monk-and-the-riddle,2016-01-05 01:01:01,"""Development""",book,"413KPYcWrYL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FMonk-Riddle-Creating-Making-Living%2Fdp%2F1578516447%2F,The Tim Ferriss Show: Tracy DiNunzio on Rapid Growth and Rapid Learning,http://fourhourworkweek.com/2014/09/30/the-tim-ferriss-show-tracy-dinunzio-on-rapid-growth-and-rapid-learning/
item278,The Moral Landscape: How Science Can Determine Human Values,the-moral-landscape-how-science-can-determine-human-values,2016-01-04,2016-01-04-the-moral-landscape-how-science-can-determine-human-values,2016-01-04 01:01:01,"""Development""",book,"51O-%2BvFIVBL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FMoral-Landscape-Science-Determine-Values%2Fdp%2F143917122X,"Sam Harris on Daily Routines, The Trolley Scenario, and 5 Books Everyone Should Read - http://fourhourworkweek.com/2015/07/08/sam-harris-on-daily-routines-the-trolley-scenario-and-5-books-everyone-should-read/",http://fourhourworkweek.com/2015/07/08/sam-harris-on-daily-routines-the-trolley-scenario-and-5-books-everyone-should-read/
item279,The Naked Warrior,the-naked-warrior,2016-01-03,2016-01-03-the-naked-warrior,2016-01-03 01:01:01,"""Development""",book,"51i-nG%2BcdwL._SX218_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FNaked-Warrior-Pavel-Tsatsouline%2Fdp%2F0938045555,Pavel Tsatsouline on the Science of Strength and the Art of Physical Performance - http://fourhourworkweek.com/2015/01/15/pavel-tsatsouline/,http://fourhourworkweek.com/2015/01/15/pavel-tsatsouline/
item280,The Name of the Wind (Kingkiller Chronicle),the-name-of-the-wind-kingkiller-chronicle,2016-01-02,2016-01-02-the-name-of-the-wind-kingkiller-chronicle,2016-01-02 01:01:01,"""Development""",book,"514LJcIGpfL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FName-Wind-Kingkiller-Chronicle%2Fdp%2F0756404746,Is It Time to Kill Sacred Cows In Your Relationship? - http://fourhourworkweek.com/2015/05/20/google-x/,http://fourhourworkweek.com/2015/05/20/google-x/
item281,The Old Man and The Sea,the-old-man-and-the-sea,2016-01-01,2016-01-01-the-old-man-and-the-sea,2016-01-01 01:01:01,"""Development""",book,"411pakPjvdL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FOld-Man-Sea-Ernest-Hemingway%2Fdp%2F0684801221,Are We Really 10% Human and 90% Bacteria? Exploring The Microbiome… - http://fourhourworkweek.com/2015/01/10/microbiome/,http://fourhourworkweek.com/2015/01/10/microbiome/
item282,The Omnivore's Dilemma: A Natural History of Four Meals,the-omnivores-dilemma-a-natural-history-of-four-meals,2015-12-31,2015-12-31-the-omnivores-dilemma-a-natural-history-of-four-meals,2015-12-31 01:01:01,"""Development""",book,"51u%2BGk2eFKL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FOmnivores-Dilemma-Natural-History-Meals%2Fdp%2F0143038583,"Derek Sivers on Developing Confidence, Finding Happiness, and Saying “No” to Millions - http://fourhourworkweek.com/2015/12/14/derek-sivers-on-developing-confidence-finding-happiness-and-saying-no-to-millions/",http://fourhourworkweek.com/2015/12/14/derek-sivers-on-developing-confidence-finding-happiness-and-saying-no-to-millions/
item151,The One-Minute Manager,the-one-minute-manager,2015-12-30,2015-12-30-the-one-minute-manager,2015-12-30 01:01:01,"""Development""",book,"511mzN6iAXL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FOne-Minute-Manager-Kenneth-Blanchard%2Fdp%2F0688014291%2F,"The Tim Ferriss Show, Episode 16: Joe De Sena on Grit, Endurance, and Building Empires",http://fourhourworkweek.com/2014/07/01/spartan-race/
item283,The Painted Bird,the-painted-bird,2015-12-29,2015-12-29-the-painted-bird,2015-12-29 01:01:01,"""Development""",book,"51XqsjYaF9L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FPainted-Bird-Jerzy-Kosinski%2Fdp%2F080213422X,"The Tim Ferriss Podcast, Ep 15: Neil Strauss, Author of The Game - http://fourhourworkweek.com/2014/06/24/neil-strauss/",http://fourhourworkweek.com/2014/06/24/neil-strauss/
item156,The Paleo Solution,the-paleo-solution,2015-12-28,2015-12-28-the-paleo-solution,2015-12-28 01:01:01,"""Development""",book,"516AkU0qPLL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FPaleo-Solution-Original-Human-Diet%2Fdp%2F0982565844%2F,"The Tim Ferriss Show, Episode 12: Dr. Rhonda Patrick on Life Extension, Performance, and Much More",http://fourhourworkweek.com/2014/06/10/the-tim-ferriss-show-rhonda-patrick-life-extension/
item157,The Paradox of Choice,the-paradox-of-choice,2015-12-27,2015-12-27-the-paradox-of-choice,2015-12-27 01:01:01,"""Development""",book,"412jfk0fhkL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FParadox-Choice-Why-More-Less%2Fdp%2F0060005696%2F,Brené Brown on Vulnerability and Home Run TED Talks,http://fourhourworkweek.com/2015/08/28/brene-brown-on-vulnerability-and-home-run-ted-talks/
item159,The Power of No: Because One Little Word Can Bring Health,the-power-of-no-because-one-little-word-can-bring-health,2015-12-26,2015-12-26-the-power-of-no-because-one-little-word-can-bring-health,2015-12-26 01:01:01,"""Development""",book,"41thbpksD1L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FPower-No-Because-Abundance-Happiness%2Fdp%2F1401945872%2F,"The Tim Ferriss Show, Episode 18: James Altucher on How to Say “No”, Fail Better, and Build Businesses",http://fourhourworkweek.com/2014/07/11/james-altucher/
item163,The Quran,the-quran,2015-12-25,2015-12-25-the-quran,2015-12-25 01:01:01,"""Development""",book,"514td37CY%2BL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FQuran-Oxford-Worlds-Classics%2Fdp%2F0199535957%2F,"Sam Harris on Daily Routines, The Trolley Scenario, and 5 Books Everyone Should Read",http://fourhourworkweek.com/2015/07/08/sam-harris-on-daily-routines-the-trolley-scenario-and-5-books-everyone-should-read/
